date,product,seller_id,listing_price,condition,days_on_market,location
2025-06-02,MacBook Air M2,S049,7512,new,30,Antalya
2025-06-02,MacBook Air M2,S007,7497,used,27,Izmir
2025-06-02,MacBook Air M2,S041,7487,used,7,Antalya
2025-06-02,MacBook Air M2,S010,7423,like_new,18,Ankara
2025-06-02,MacBook Air M2,S050,7464,used,20,Istanbul
2025-06-02,MacBook Air M2,S021,7478,like_new,4,Istanbul
2025-06-02,MacBook Air M2,S024,7560,like_new,2,Ankara
2025-06-02,MacBook Air M2,S016,7521,used,3,Istanbul
2025-06-02,MacBook Air M2,S047,7408,like_new,25,Istanbul
2025-06-02,MacBook Air M2,S035,7520,new,22,Ankara
2025-06-02,MacBook Air M2,S031,7482,used,9,Ankara
2025-06-02,MacBook Air M2,S034,7466,used,7,Bursa
2025-06-02,MacBook Air M2,S035,7536,used,23,Ankara
2025-06-02,MacBook Air M2,S020,7558,like_new,15,Izmir
2025-06-02,MacBook Air M2,S034,7553,like_new,8,Istanbul
2025-06-02,MacBook Air M2,S015,7458,new,1,Izmir
2025-06-02,MacBook Air M2,S038,7486,used,19,Ankara
2025-06-02,MacBook Air M2,S015,7521,new,23,Istanbul
2025-06-02,MacBook Air M2,S041,7555,new,3,Ankara
2025-06-03,MacBook Air M2,S022,7483,new,8,Antalya
2025-06-03,MacBook Air M2,S018,7499,used,7,Bursa
2025-06-03,MacBook Air M2,S035,7449,new,19,Antalya
2025-06-03,MacBook Air M2,S031,7444,new,26,Bursa
2025-06-03,MacBook Air M2,S027,7552,new,4,Istanbul
2025-06-03,MacBook Air M2,S043,7582,like_new,14,Izmir
2025-06-03,MacBook Air M2,S027,7505,like_new,22,Istanbul
2025-06-03,MacBook Air M2,S042,7563,used,2,Istanbul
2025-06-03,MacBook Air M2,S026,7528,used,26,Izmir
2025-06-03,MacBook Air M2,S007,7474,new,7,Ankara
2025-06-03,MacBook Air M2,S035,7528,like_new,14,Ankara
2025-06-03,MacBook Air M2,S012,7591,like_new,8,Bursa
2025-06-03,MacBook Air M2,S005,7507,like_new,4,Antalya
2025-06-03,MacBook Air M2,S004,7593,used,27,Antalya
2025-06-03,MacBook Air M2,S001,7368,new,6,Ankara
2025-06-03,MacBook Air M2,S027,7553,like_new,7,Bursa
2025-06-03,MacBook Air M2,S026,7513,new,13,Ankara
2025-06-03,MacBook Air M2,S001,7493,like_new,30,Izmir
2025-06-03,MacBook Air M2,S030,7514,like_new,23,Bursa
2025-06-03,MacBook Air M2,S047,7402,used,5,Bursa
2025-06-03,MacBook Air M2,S013,7497,like_new,2,Ankara
2025-06-03,MacBook Air M2,S038,7528,used,2,Antalya
2025-06-03,MacBook Air M2,S048,7588,like_new,2,Istanbul
2025-06-03,MacBook Air M2,S038,7481,like_new,30,Antalya
2025-06-03,MacBook Air M2,S034,7465,new,17,Istanbul
2025-06-03,MacBook Air M2,S006,7482,new,20,Istanbul
2025-06-03,MacBook Air M2,S005,7558,used,13,Ankara
2025-06-03,MacBook Air M2,S008,7526,used,19,Ankara
2025-06-03,MacBook Air M2,S039,7480,new,3,Antalya
2025-06-03,MacBook Air M2,S027,7536,used,19,Antalya
2025-06-04,MacBook Air M2,S017,7514,new,8,Izmir
2025-06-04,MacBook Air M2,S017,7561,like_new,22,Ankara
2025-06-04,MacBook Air M2,S042,7471,like_new,11,Bursa
2025-06-04,MacBook Air M2,S049,7491,new,15,Istanbul
2025-06-04,MacBook Air M2,S040,7488,used,3,Istanbul
2025-06-04,MacBook Air M2,S035,7430,new,9,Antalya
2025-06-04,MacBook Air M2,S009,7525,like_new,29,Istanbul
2025-06-04,MacBook Air M2,S016,7523,like_new,6,Izmir
2025-06-04,MacBook Air M2,S029,7509,used,20,Izmir
2025-06-04,MacBook Air M2,S042,7496,used,22,Istanbul
2025-06-04,MacBook Air M2,S036,7433,like_new,29,Istanbul
2025-06-04,MacBook Air M2,S009,7486,like_new,29,Istanbul
2025-06-04,MacBook Air M2,S007,7490,used,5,Antalya
2025-06-04,MacBook Air M2,S018,7466,like_new,7,Antalya
2025-06-04,MacBook Air M2,S046,7500,like_new,22,Ankara
2025-06-04,MacBook Air M2,S041,7530,like_new,16,Antalya
2025-06-04,MacBook Air M2,S017,7610,new,21,Istanbul
2025-06-04,MacBook Air M2,S028,7518,like_new,1,Istanbul
2025-06-04,MacBook Air M2,S022,7523,new,6,Izmir
2025-06-04,MacBook Air M2,S048,7505,like_new,23,Antalya
2025-06-04,MacBook Air M2,S028,7406,used,4,Istanbul
2025-06-04,MacBook Air M2,S005,7507,used,18,Ankara
2025-06-04,MacBook Air M2,S003,7512,like_new,18,Antalya
2025-06-04,MacBook Air M2,S010,7641,like_new,2,Ankara
2025-06-04,MacBook Air M2,S020,7498,like_new,29,Istanbul
2025-06-04,MacBook Air M2,S023,7525,new,22,Ankara
2025-06-04,MacBook Air M2,S007,7507,like_new,29,Antalya
2025-06-04,MacBook Air M2,S027,7446,used,30,Ankara
2025-06-04,MacBook Air M2,S016,7570,new,29,Ankara
2025-06-04,MacBook Air M2,S027,7549,new,24,Ankara
2025-06-05,MacBook Air M2,S027,7561,used,9,Ankara
2025-06-05,MacBook Air M2,S011,7469,used,13,Istanbul
2025-06-05,MacBook Air M2,S003,7594,like_new,7,Ankara
2025-06-05,MacBook Air M2,S030,7443,like_new,27,Izmir
2025-06-05,MacBook Air M2,S015,7550,new,22,Istanbul
2025-06-05,MacBook Air M2,S013,7636,like_new,9,Izmir
2025-06-05,MacBook Air M2,S005,7465,like_new,21,Izmir
2025-06-05,MacBook Air M2,S033,7488,like_new,11,Antalya
2025-06-05,MacBook Air M2,S002,7524,new,6,Izmir
2025-06-05,MacBook Air M2,S038,7491,like_new,4,Istanbul
2025-06-05,MacBook Air M2,S039,7435,like_new,24,Izmir
2025-06-05,MacBook Air M2,S021,7522,like_new,17,Antalya
2025-06-05,MacBook Air M2,S008,7461,like_new,7,Antalya
2025-06-05,MacBook Air M2,S017,7544,new,1,Bursa
2025-06-05,MacBook Air M2,S034,7469,used,12,Ankara
2025-06-05,MacBook Air M2,S028,7602,new,20,Izmir
2025-06-05,MacBook Air M2,S021,7476,used,24,Istanbul
2025-06-05,MacBook Air M2,S020,7501,used,22,Izmir
2025-06-05,MacBook Air M2,S027,7562,like_new,23,Bursa
2025-06-05,MacBook Air M2,S019,7452,used,7,Ankara
2025-06-05,MacBook Air M2,S027,7531,used,22,Bursa
2025-06-05,MacBook Air M2,S048,7589,new,19,Antalya
2025-06-05,MacBook Air M2,S020,7432,like_new,27,Antalya
2025-06-05,MacBook Air M2,S001,7528,like_new,7,Izmir
2025-06-05,MacBook Air M2,S028,7532,used,21,Antalya
2025-06-05,MacBook Air M2,S021,7560,like_new,15,Bursa
2025-06-05,MacBook Air M2,S044,7452,new,16,Antalya
2025-06-05,MacBook Air M2,S048,7447,new,10,Istanbul
2025-06-05,MacBook Air M2,S033,7546,used,11,Antalya
2025-06-05,MacBook Air M2,S006,7534,new,8,Izmir
2025-06-06,MacBook Air M2,S010,7534,new,8,Istanbul
2025-06-06,MacBook Air M2,S031,7539,used,15,Istanbul
2025-06-06,MacBook Air M2,S027,7484,used,7,Antalya
2025-06-06,MacBook Air M2,S046,7533,used,16,Bursa
2025-06-06,MacBook Air M2,S026,7536,new,21,Ankara
2025-06-06,MacBook Air M2,S045,7482,new,25,Istanbul
2025-06-06,MacBook Air M2,S028,7621,new,26,Ankara
2025-06-06,MacBook Air M2,S045,7546,used,2,Bursa
2025-06-06,MacBook Air M2,S036,7457,new,15,Istanbul
2025-06-06,MacBook Air M2,S009,7556,like_new,18,Antalya
2025-06-06,MacBook Air M2,S039,7468,like_new,20,Bursa
2025-06-06,MacBook Air M2,S047,7563,used,27,Bursa
2025-06-06,MacBook Air M2,S036,7583,like_new,24,Ankara
2025-06-06,MacBook Air M2,S031,7477,like_new,25,Izmir
2025-06-06,MacBook Air M2,S016,7572,used,25,Izmir
2025-06-06,MacBook Air M2,S050,7543,used,21,Bursa
2025-06-06,MacBook Air M2,S016,7565,like_new,3,Bursa
2025-06-06,MacBook Air M2,S046,7623,like_new,9,Ankara
2025-06-06,MacBook Air M2,S022,7507,like_new,3,Antalya
2025-06-06,MacBook Air M2,S009,7480,new,13,Ankara
2025-06-06,MacBook Air M2,S045,7473,new,3,Ankara
2025-06-06,MacBook Air M2,S027,7477,like_new,18,Izmir
2025-06-06,MacBook Air M2,S030,7516,like_new,7,Istanbul
2025-06-06,MacBook Air M2,S027,7539,like_new,23,Antalya
2025-06-06,MacBook Air M2,S002,7536,used,16,Bursa
2025-06-06,MacBook Air M2,S001,7565,like_new,25,Izmir
2025-06-06,MacBook Air M2,S025,7521,like_new,24,Antalya
2025-06-06,MacBook Air M2,S048,7599,used,29,Antalya
2025-06-06,MacBook Air M2,S015,7506,like_new,9,Ankara
2025-06-06,MacBook Air M2,S028,7667,like_new,13,Istanbul
2025-06-07,MacBook Air M2,S044,7547,like_new,27,Ankara
2025-06-07,MacBook Air M2,S030,7467,new,18,Antalya
2025-06-07,MacBook Air M2,S002,7456,like_new,19,Antalya
2025-06-07,MacBook Air M2,S043,7540,new,21,Istanbul
2025-06-07,MacBook Air M2,S028,7502,new,6,Bursa
2025-06-07,MacBook Air M2,S004,7552,like_new,11,Bursa
2025-06-07,MacBook Air M2,S014,7539,like_new,11,Izmir
2025-06-07,MacBook Air M2,S049,7510,like_new,25,Izmir
2025-06-07,MacBook Air M2,S027,7468,like_new,16,Istanbul
2025-06-07,MacBook Air M2,S002,7432,used,2,Antalya
2025-06-07,MacBook Air M2,S023,7490,new,25,Istanbul
2025-06-07,MacBook Air M2,S042,7560,new,8,Istanbul
2025-06-07,MacBook Air M2,S013,7525,new,5,Antalya
2025-06-07,MacBook Air M2,S016,7447,new,22,Bursa
2025-06-07,MacBook Air M2,S008,7523,used,15,Ankara
2025-06-07,MacBook Air M2,S045,7534,like_new,6,Izmir
2025-06-07,MacBook Air M2,S039,7466,used,25,Istanbul
2025-06-07,MacBook Air M2,S011,7522,like_new,19,Istanbul
2025-06-07,MacBook Air M2,S002,7517,like_new,22,Antalya
2025-06-07,MacBook Air M2,S025,7452,like_new,3,Ankara
2025-06-07,MacBook Air M2,S038,7533,used,4,Ankara
2025-06-07,MacBook Air M2,S045,7544,like_new,26,Antalya
2025-06-07,MacBook Air M2,S008,7572,used,12,Istanbul
2025-06-07,MacBook Air M2,S035,7570,like_new,3,Izmir
2025-06-07,MacBook Air M2,S033,7440,used,1,Izmir
2025-06-07,MacBook Air M2,S027,7463,like_new,14,Istanbul
2025-06-07,MacBook Air M2,S024,7541,used,23,Bursa
2025-06-07,MacBook Air M2,S010,7541,like_new,24,Ankara
2025-06-07,MacBook Air M2,S034,7541,used,20,Izmir
2025-06-07,MacBook Air M2,S035,7721,like_new,14,Bursa
2025-06-08,MacBook Air M2,S038,7560,like_new,28,Izmir
2025-06-08,MacBook Air M2,S016,7591,new,29,Izmir
2025-06-08,MacBook Air M2,S029,7581,new,19,Bursa
2025-06-08,MacBook Air M2,S040,7565,used,11,Bursa
2025-06-08,MacBook Air M2,S002,7513,like_new,6,Izmir
2025-06-08,MacBook Air M2,S032,7570,new,26,Izmir
2025-06-08,MacBook Air M2,S017,7488,like_new,29,Izmir
2025-06-08,MacBook Air M2,S039,7517,used,18,Izmir
2025-06-08,MacBook Air M2,S001,7504,used,3,Ankara
2025-06-08,MacBook Air M2,S016,7534,used,16,Bursa
2025-06-08,MacBook Air M2,S036,7654,new,21,Bursa
2025-06-08,MacBook Air M2,S046,7429,like_new,26,Bursa
2025-06-08,MacBook Air M2,S002,7567,new,8,Izmir
2025-06-08,MacBook Air M2,S026,7443,used,10,Ankara
2025-06-08,MacBook Air M2,S043,7504,used,16,Izmir
2025-06-08,MacBook Air M2,S036,7588,used,14,Izmir
2025-06-08,MacBook Air M2,S048,7533,used,12,Izmir
2025-06-08,MacBook Air M2,S045,7472,like_new,10,Izmir
2025-06-08,MacBook Air M2,S017,7491,new,24,Istanbul
2025-06-08,MacBook Air M2,S013,7566,like_new,24,Istanbul
2025-06-08,MacBook Air M2,S035,7490,used,7,Ankara
2025-06-08,MacBook Air M2,S014,7541,used,9,Bursa
2025-06-08,MacBook Air M2,S047,7532,used,20,Antalya
2025-06-08,MacBook Air M2,S019,7495,new,10,Ankara
2025-06-08,MacBook Air M2,S015,7645,like_new,10,Ankara
2025-06-08,MacBook Air M2,S001,7564,used,5,Antalya
2025-06-08,MacBook Air M2,S018,7421,new,18,Istanbul
2025-06-08,MacBook Air M2,S019,7540,used,21,Ankara
2025-06-08,MacBook Air M2,S049,7494,like_new,28,Istanbul
2025-06-08,MacBook Air M2,S001,7575,used,16,Izmir
2025-06-09,MacBook Air M2,S022,7480,new,9,Istanbul
2025-06-09,MacBook Air M2,S031,7517,new,13,Istanbul
2025-06-09,MacBook Air M2,S032,7550,new,21,Antalya
2025-06-09,MacBook Air M2,S044,7569,new,5,Ankara
2025-06-09,MacBook Air M2,S037,7458,like_new,8,Istanbul
2025-06-09,MacBook Air M2,S008,7505,used,20,Bursa
2025-06-09,MacBook Air M2,S039,7497,used,25,Ankara
2025-06-09,MacBook Air M2,S034,7488,like_new,30,Bursa
2025-06-09,MacBook Air M2,S029,7618,like_new,14,Antalya
2025-06-09,MacBook Air M2,S020,7545,used,2,Antalya
2025-06-09,MacBook Air M2,S040,7455,used,25,Istanbul
2025-06-09,MacBook Air M2,S014,7572,used,9,Ankara
2025-06-09,MacBook Air M2,S043,7637,new,8,Ankara
2025-06-09,MacBook Air M2,S012,7578,used,6,Istanbul
2025-06-09,MacBook Air M2,S001,7441,like_new,23,Bursa
2025-06-09,MacBook Air M2,S039,7497,like_new,2,Izmir
2025-06-09,MacBook Air M2,S015,7591,like_new,23,Izmir
2025-06-09,MacBook Air M2,S030,7485,new,30,Ankara
2025-06-09,MacBook Air M2,S017,7547,used,22,Antalya
2025-06-09,MacBook Air M2,S013,7564,like_new,18,Istanbul
2025-06-09,MacBook Air M2,S015,7473,used,30,Ankara
2025-06-09,MacBook Air M2,S018,7520,new,2,Istanbul
2025-06-09,MacBook Air M2,S011,7349,like_new,24,Antalya
2025-06-09,MacBook Air M2,S037,7468,like_new,4,Bursa
2025-06-09,MacBook Air M2,S030,7509,used,23,Izmir
2025-06-09,MacBook Air M2,S026,7456,like_new,18,Antalya
2025-06-09,MacBook Air M2,S032,7611,like_new,20,Istanbul
2025-06-09,MacBook Air M2,S003,7446,like_new,20,Izmir
2025-06-09,MacBook Air M2,S017,7499,new,8,Istanbul
2025-06-09,MacBook Air M2,S044,7530,used,1,Antalya
2025-06-10,MacBook Air M2,S044,7622,like_new,2,Antalya
2025-06-10,MacBook Air M2,S049,7467,new,17,Bursa
2025-06-10,MacBook Air M2,S042,7607,like_new,6,Izmir
2025-06-10,MacBook Air M2,S038,7545,like_new,3,Bursa
2025-06-10,MacBook Air M2,S031,7492,like_new,11,Bursa
2025-06-10,MacBook Air M2,S021,7569,used,28,Istanbul
2025-06-10,MacBook Air M2,S011,7555,like_new,23,Bursa
2025-06-10,MacBook Air M2,S032,7512,like_new,27,Bursa
2025-06-10,MacBook Air M2,S049,7548,used,15,Istanbul
2025-06-10,MacBook Air M2,S006,7524,like_new,11,Izmir
2025-06-10,MacBook Air M2,S008,7551,like_new,27,Antalya
2025-06-10,MacBook Air M2,S001,7580,used,15,Antalya
2025-06-10,MacBook Air M2,S027,7630,new,17,Ankara
2025-06-10,MacBook Air M2,S024,7478,used,21,Bursa
2025-06-10,MacBook Air M2,S029,7659,new,9,Ankara
2025-06-10,MacBook Air M2,S036,7440,new,15,Izmir
2025-06-10,MacBook Air M2,S045,7536,like_new,1,Istanbul
2025-06-10,MacBook Air M2,S041,7576,used,23,Ankara
2025-06-10,MacBook Air M2,S011,7560,like_new,1,Antalya
2025-06-10,MacBook Air M2,S036,7511,like_new,8,Istanbul
2025-06-10,MacBook Air M2,S008,7533,like_new,21,Istanbul
2025-06-10,MacBook Air M2,S010,7518,like_new,17,Izmir
2025-06-10,MacBook Air M2,S046,7513,like_new,27,Bursa
2025-06-10,MacBook Air M2,S031,7590,like_new,15,Ankara
2025-06-10,MacBook Air M2,S036,7564,new,7,Bursa
2025-06-10,MacBook Air M2,S039,7507,used,28,Ankara
2025-06-10,MacBook Air M2,S005,7593,like_new,11,Bursa
2025-06-10,MacBook Air M2,S033,7561,like_new,10,Istanbul
2025-06-10,MacBook Air M2,S047,7588,like_new,19,Antalya
2025-06-10,MacBook Air M2,S043,7578,like_new,15,Ankara
2025-06-11,MacBook Air M2,S023,7486,like_new,25,Antalya
2025-06-11,MacBook Air M2,S035,7501,like_new,30,Bursa
2025-06-11,MacBook Air M2,S021,7571,new,19,Ankara
2025-06-11,MacBook Air M2,S025,7564,new,2,Bursa
2025-06-11,MacBook Air M2,S021,7530,used,23,Bursa
2025-06-11,MacBook Air M2,S025,7537,like_new,16,Ankara
2025-06-11,MacBook Air M2,S003,7600,new,19,Antalya
2025-06-11,MacBook Air M2,S022,7499,new,4,Bursa
2025-06-11,MacBook Air M2,S034,7560,like_new,24,Istanbul
2025-06-11,MacBook Air M2,S010,7520,like_new,3,Ankara
2025-06-11,MacBook Air M2,S031,7519,like_new,20,Izmir
2025-06-11,MacBook Air M2,S045,7590,like_new,28,Istanbul
2025-06-11,MacBook Air M2,S022,7575,used,13,Antalya
2025-06-11,MacBook Air M2,S021,7575,used,28,Bursa
2025-06-11,MacBook Air M2,S035,7601,new,3,Antalya
2025-06-11,MacBook Air M2,S016,7532,used,8,Izmir
2025-06-11,MacBook Air M2,S048,7568,new,4,Bursa
2025-06-11,MacBook Air M2,S049,7514,used,15,Istanbul
2025-06-11,MacBook Air M2,S011,7548,used,29,Izmir
2025-06-11,MacBook Air M2,S002,7524,new,26,Izmir
2025-06-11,MacBook Air M2,S004,7536,like_new,12,Izmir
2025-06-11,MacBook Air M2,S028,7563,new,17,Ankara
2025-06-11,MacBook Air M2,S027,7487,used,6,Ankara
2025-06-11,MacBook Air M2,S012,7644,new,28,Antalya
2025-06-11,MacBook Air M2,S025,7477,used,16,Ankara
2025-06-11,MacBook Air M2,S038,7466,new,15,Ankara
2025-06-11,MacBook Air M2,S041,7593,like_new,9,Bursa
2025-06-11,MacBook Air M2,S043,7574,new,29,Bursa
2025-06-11,MacBook Air M2,S019,7565,used,6,Antalya
2025-06-11,MacBook Air M2,S005,7565,like_new,19,Izmir
2025-06-12,MacBook Air M2,S028,7523,used,15,Izmir
2025-06-12,MacBook Air M2,S020,7475,new,28,Bursa
2025-06-12,MacBook Air M2,S031,7528,new,13,Ankara
2025-06-12,MacBook Air M2,S037,7487,like_new,10,Antalya
2025-06-12,MacBook Air M2,S045,7576,like_new,27,Istanbul
2025-06-12,MacBook Air M2,S043,7516,like_new,1,Izmir
2025-06-12,MacBook Air M2,S037,7479,used,30,Istanbul
2025-06-12,MacBook Air M2,S039,7506,used,27,Bursa
2025-06-12,MacBook Air M2,S019,7546,new,26,Antalya
2025-06-12,MacBook Air M2,S023,7493,new,20,Ankara
2025-06-12,MacBook Air M2,S017,7479,used,21,Ankara
2025-06-12,MacBook Air M2,S007,7537,used,10,Istanbul
2025-06-12,MacBook Air M2,S029,7537,new,12,Antalya
2025-06-12,MacBook Air M2,S047,7496,new,30,Istanbul
2025-06-12,MacBook Air M2,S019,7498,like_new,6,Bursa
2025-06-12,MacBook Air M2,S013,7536,new,29,Antalya
2025-06-12,MacBook Air M2,S024,7446,used,30,Antalya
2025-06-12,MacBook Air M2,S018,7448,new,30,Izmir
2025-06-12,MacBook Air M2,S031,7485,like_new,26,Izmir
2025-06-12,MacBook Air M2,S008,7512,like_new,5,Istanbul
2025-06-12,MacBook Air M2,S049,7540,new,28,Bursa
2025-06-12,MacBook Air M2,S036,7603,like_new,26,Istanbul
2025-06-12,MacBook Air M2,S026,7570,new,18,Izmir
2025-06-12,MacBook Air M2,S008,7515,like_new,22,Izmir
2025-06-12,MacBook Air M2,S048,7523,used,19,Izmir
2025-06-12,MacBook Air M2,S025,7470,used,4,Izmir
2025-06-12,MacBook Air M2,S044,7523,new,1,Bursa
2025-06-12,MacBook Air M2,S040,7508,used,30,Izmir
2025-06-12,MacBook Air M2,S040,7541,new,21,Istanbul
2025-06-12,MacBook Air M2,S030,7479,used,21,Izmir
2025-06-13,MacBook Air M2,S009,7559,new,10,Istanbul
2025-06-13,MacBook Air M2,S032,7613,new,8,Istanbul
2025-06-13,MacBook Air M2,S035,7525,new,15,Bursa
2025-06-13,MacBook Air M2,S024,7553,used,14,Antalya
2025-06-13,MacBook Air M2,S038,7568,used,29,Ankara
2025-06-13,MacBook Air M2,S027,7510,used,27,Istanbul
2025-06-13,MacBook Air M2,S032,7543,used,9,Bursa
2025-06-13,MacBook Air M2,S003,7532,used,7,Izmir
2025-06-13,MacBook Air M2,S029,7536,like_new,28,Ankara
2025-06-13,MacBook Air M2,S024,7490,new,18,Izmir
2025-06-13,MacBook Air M2,S042,7532,like_new,13,Istanbul
2025-06-13,MacBook Air M2,S018,7558,new,28,Istanbul
2025-06-13,MacBook Air M2,S030,7609,new,21,Ankara
2025-06-13,MacBook Air M2,S041,7583,used,2,Istanbul
2025-06-13,MacBook Air M2,S022,7647,new,26,Ankara
2025-06-13,MacBook Air M2,S037,7490,new,27,Istanbul
2025-06-13,MacBook Air M2,S049,7578,used,19,Ankara
2025-06-13,MacBook Air M2,S014,7541,new,25,Izmir
2025-06-13,MacBook Air M2,S010,7649,used,9,Istanbul
2025-06-13,MacBook Air M2,S010,7488,new,9,Antalya
2025-06-13,MacBook Air M2,S012,7486,new,5,Istanbul
2025-06-13,MacBook Air M2,S001,7499,like_new,19,Ankara
2025-06-13,MacBook Air M2,S021,7417,new,9,Ankara
2025-06-13,MacBook Air M2,S004,7503,new,17,Bursa
2025-06-13,MacBook Air M2,S008,7490,used,16,Istanbul
2025-06-13,MacBook Air M2,S029,7539,like_new,19,Antalya
2025-06-13,MacBook Air M2,S007,7549,like_new,8,Antalya
2025-06-13,MacBook Air M2,S040,7632,new,10,Antalya
2025-06-13,MacBook Air M2,S030,7582,used,2,Istanbul
2025-06-13,MacBook Air M2,S031,7500,like_new,22,Bursa
2025-06-14,MacBook Air M2,S046,7470,like_new,29,Istanbul
2025-06-14,MacBook Air M2,S006,7545,like_new,5,Antalya
2025-06-14,MacBook Air M2,S005,7447,new,20,Izmir
2025-06-14,MacBook Air M2,S041,7617,used,23,Antalya
2025-06-14,MacBook Air M2,S021,7582,like_new,17,Antalya
2025-06-14,MacBook Air M2,S019,7493,like_new,20,Antalya
2025-06-14,MacBook Air M2,S028,7426,new,28,Istanbul
2025-06-14,MacBook Air M2,S042,7591,used,24,Antalya
2025-06-14,MacBook Air M2,S014,7512,like_new,29,Bursa
2025-06-14,MacBook Air M2,S015,7585,like_new,27,Izmir
2025-06-14,MacBook Air M2,S030,7432,like_new,24,Bursa
2025-06-14,MacBook Air M2,S007,7486,like_new,11,Bursa
2025-06-14,MacBook Air M2,S043,7518,like_new,5,Izmir
2025-06-14,MacBook Air M2,S044,7521,like_new,3,Istanbul
2025-06-14,MacBook Air M2,S006,7494,new,4,Bursa
2025-06-14,MacBook Air M2,S048,7552,used,26,Izmir
2025-06-14,MacBook Air M2,S009,7461,used,19,Istanbul
2025-06-14,MacBook Air M2,S036,7510,used,22,Izmir
2025-06-14,MacBook Air M2,S008,7525,like_new,28,Izmir
2025-06-14,MacBook Air M2,S043,7546,like_new,10,Istanbul
2025-06-14,MacBook Air M2,S039,7556,like_new,4,Izmir
2025-06-14,MacBook Air M2,S037,7458,used,5,Ankara
2025-06-14,MacBook Air M2,S043,7436,like_new,28,Ankara
2025-06-14,MacBook Air M2,S007,7587,like_new,12,Antalya
2025-06-14,MacBook Air M2,S008,7536,like_new,8,Antalya
2025-06-14,MacBook Air M2,S028,7478,used,20,Antalya
2025-06-14,MacBook Air M2,S044,7601,used,1,Antalya
2025-06-14,MacBook Air M2,S039,7524,used,1,Izmir
2025-06-14,MacBook Air M2,S012,7582,like_new,30,Izmir
2025-06-14,MacBook Air M2,S022,7522,like_new,6,Istanbul
2025-06-15,MacBook Air M2,S037,7673,used,3,Bursa
2025-06-15,MacBook Air M2,S010,7657,used,3,Istanbul
2025-06-15,MacBook Air M2,S048,7549,used,13,Ankara
2025-06-15,MacBook Air M2,S027,7614,like_new,6,Izmir
2025-06-15,MacBook Air M2,S024,7597,like_new,25,Izmir
2025-06-15,MacBook Air M2,S037,7636,used,29,Istanbul
2025-06-15,MacBook Air M2,S004,7510,new,25,Ankara
2025-06-15,MacBook Air M2,S040,7599,new,9,Istanbul
2025-06-15,MacBook Air M2,S029,7619,used,16,Bursa
2025-06-15,MacBook Air M2,S039,7468,like_new,9,Bursa
2025-06-15,MacBook Air M2,S014,7499,used,12,Istanbul
2025-06-15,MacBook Air M2,S028,7453,new,22,Izmir
2025-06-15,MacBook Air M2,S044,7548,used,17,Bursa
2025-06-15,MacBook Air M2,S043,7601,like_new,8,Istanbul
2025-06-15,MacBook Air M2,S026,7643,used,1,Istanbul
